lat,lon,city,address,picture_name
25.072762381060336,121.60496464804024,Taipei City,,Taipei City_100.jpg
25.00546043516762,121.58052441736392,Taipei City,"Xinyi Expy, Wenshan District, Taipei City, Taiwan 116",Taipei City_101.jpg
25.06971408657437,121.61672107078816,Taipei City,"No. 16-24, Alley 49, Lane 119, Donghu Rd, Neihu District, Taipei City, Taiwan 114",Taipei City_102.jpg
25.068944018456616,121.61761572529694,Taipei City,"No. 26-2, Lane 48, Kangle St, Neihu District, Taipei City, Taiwan 114",Taipei City_103.jpg
25.13716799049548,121.5610706396114,Taipei City,"Fuguan St, Shilin District, Taipei City, Taiwan 111",Taipei City_104.jpg
25.040608200770134,121.5577928642577,Taipei City,"Guangfu S Rd, Xinyi District, Taipei City, Taiwan 110",Taipei City_105.jpg
25.00536850437589,121.59357689571796,Taipei City,"Formosa Fwy, Wenshan District, Taipei City, Taiwan 116",Taipei City_106.jpg
24.996514858600083,121.57803316440236,Taipei City,"No. 2, Lane 10, Section 2, Xinguang Rd, Wenshan District, Taipei City, Taiwan 116",Taipei City_107.jpg
25.052864203658203,121.52464022244212,Taipei City,"No. 22-6, Lane 31, Section 1, Nanjing E Rd, Zhongshan District, Taipei City, Taiwan 10491",Taipei City_108.jpg
25.068331396037497,121.5959886955304,Taipei City,"No. 175-163, Minquan E Rd, Neihu District, Taipei City, Taiwan 114",Taipei City_109.jpg
24.980311732864468,121.5587173879738,Taipei City,"No. 2-16, Alley 4, Lane 243, Section 3, Muxin Rd, Wenshan District, Taipei City, Taiwan 116",Taipei City_110.jpg
25.06881557297911,121.60287007071555,Taipei City,"Minquan E Rd, Neihu District, Taipei City, Taiwan 114",Taipei City_111.jpg
25.104644493266804,121.60334391463589,Taipei City,"Wèi Mìng Míng De Dào Lù, Neihu District, Taipei City, Taiwan 114",Taipei City_112.jpg
25.0889270174615,121.5908823553834,Taipei City,,Taipei City_113.jpg
25.052044892681955,121.56444992998168,Taipei City,"No. 24-40, Alley 22, Lane 251, Section 5, Nanjing E Rd, Songshan District, Taipei City, Taiwan 105",Taipei City_114.jpg
25.13934360704497,121.49963598320828,Taipei City,"No. 2-32, Lane 228, Datong St, Beitou District, Taipei City, Taiwan 112",Taipei City_115.jpg
25.065007111008683,121.5888362958294,Taipei City,"Sun Yat-sen Fwy, Neihu District, Taipei City, Taiwan 114",Taipei City_116.jpg
25.03488771109075,121.57386054167536,Taipei City,"No. 5-3, Lane 200, Songde Rd, Xinyi District, Taipei City, Taiwan 110",Taipei City_117.jpg
25.05525335016649,121.61757217079524,Taipei City,"No. 32, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan 115",Taipei City_118.jpg
25.166393239007125,121.55956248068604,Taipei City,"Wèi Mìng Míng De Dào Lù, Beitou District, Taipei City, Taiwan 112",Taipei City_119.jpg
25.023190053925767,121.5689989338476,Taipei City,"No. 15-1, Lane 500, Wuxing St, Xinyi District, Taipei City, Taiwan 110",Taipei City_120.jpg
25.044556473049347,121.53159411658828,Taipei City,"No. 26-8, Lane 43, Section 1, Bade Rd, Zhongzheng District, Taipei City, Taiwan 100",Taipei City_121.jpg
25.045634433852648,121.51875215330708,Taipei City,"Western Mainline Line, Zhongzheng District, Taipei City, Taiwan 100",Taipei City_122.jpg
25.09998469943289,121.52705107246344,Taipei City,"Section 5, Zhongshan N Rd, Shilin District, Taipei City, Taiwan 111",Taipei City_123.jpg
25.000661744190264,121.550764972707,Taipei City,"No. 2-16, Lane 130, Section 2, Xinglong Rd, Wenshan District, Taipei City, Taiwan 116",Taipei City_124.jpg
25.0778383796548,121.52695928000348,Taipei City,"Lane 1, Section 4, Zhongshan N Rd, Zhongshan District, Taipei City, Taiwan 10491",Taipei City_125.jpg
25.09563343736216,121.50036567937548,Taipei City,"Wèi Mìng Míng De Dào Lù, Shilin District, Taipei City, Taiwan 111",Taipei City_126.jpg
25.1399604560008,121.49983510124846,Taipei City,,Taipei City_127.jpg
25.14702404264989,121.51419123105944,Taipei City,"Quanyuan Industry Rd, Beitou District, Taipei City, Taiwan 112",Taipei City_128.jpg
25.08211457142757,121.5469945794511,Taipei City,"No. 46-12, Lane 33, Dazhi St, Zhongshan District, Taipei City, Taiwan 10491",Taipei City_129.jpg
25.070683449407504,121.53455139913132,Taipei City,"No. 2-5, Alley 7, Lane 581, Songjiang Rd, Zhongshan District, Taipei City, Taiwan 10491",Taipei City_130.jpg
25.05893848999383,121.52089341240504,Taipei City,"No. 7, Lane 45, Minsheng W Rd, Zhongshan District, Taipei City, Taiwan 10491",Taipei City_131.jpg
25.080055779509003,121.54829710563472,Taipei City,"Alley 1, Lane 538, Beian Rd, Zhongshan District, Taipei City, Taiwan 10491",Taipei City_132.jpg
25.03172132297267,121.49368473889918,Taipei City,"No. 5-1, Alley 26, Lane 160, Dali St, Wanhua District, Taipei City, Taiwan 108",Taipei City_133.jpg
25.08323421668497,121.5587997386312,Taipei City,"No. 107-1, Jingye 4th Rd, Zhongshan District, Taipei City, Taiwan 10491",Taipei City_134.jpg
24.999691342645608,121.5372339125418,Taipei City,,Taipei City_135.jpg
25.1182755703368,121.58355430282118,Taipei City,"Shuangxi Industry Rd, Shilin District, Taipei City, Taiwan 111",Taipei City_136.jpg
25.140602606844613,121.48553879301082,Taipei City,"Lane 11, Gangshan Rd, Beitou District, Taipei City, Taiwan 112",Taipei City_137.jpg
25.08340203266313,121.57790571867176,Taipei City,"No. 7, Alley 6, Lane 109, Section 2, Huanshan Rd, Neihu District, Taipei City, Taiwan 114",Taipei City_138.jpg
25.09530222649946,121.53042667849436,Taipei City,"Fulin Rd, Shilin District, Taipei City, Taiwan 111",Taipei City_139.jpg
25.130008031901017,121.56058602476924,Taipei City,"No. 144-148, Jianxian St, Shilin District, Taipei City, Taiwan 111",Taipei City_140.jpg
25.034434376350124,121.59505142471222,Taipei City,"Wèi Mìng Míng De Dào Lù, Nangang District, Taipei City, Taiwan 115",Taipei City_141.jpg
25.03365227389936,121.5736376804506,Taipei City,"Wèi Mìng Míng De Dào Lù, Xinyi District, Taipei City, Taiwan 110",Taipei City_142.jpg
25.004008209255183,121.56545790851688,Taipei City,"No. 40-80, Wanning St, Wenshan District, Taipei City, Taiwan 116",Taipei City_143.jpg
25.08716442495614,121.62034197420762,Taipei City,"No. 2, Lane 238, Kangle St, Neihu District, Taipei City, Taiwan 114",Taipei City_144.jpg
25.05597051732103,121.58174312111956,Taipei City,"No. 4-2, Lane 312, Xinming Rd, Neihu District, Taipei City, Taiwan 114",Taipei City_145.jpg
25.14144349995614,121.54265867491584,Taipei City,"Taiwan, Taipei City, 半嶺水圳步道",Taipei City_146.jpg
25.16767717328097,121.5692958618624,Taipei City,"Wèi Mìng Míng De Dào Lù, Shilin District, Taipei City, Taiwan 111",Taipei City_147.jpg
25.03354170915645,121.51797724038938,Taipei City,,Taipei City_148.jpg
25.12219603158612,121.46471561082532,Taipei City,"Shengjing Rd, Beitou District, Taipei City, Taiwan 112",Taipei City_149.jpg
25.072678961627933,121.6378984252798,New Taipei City,"No. 723-683, Kangning St, Xizhi District, New Taipei City, Taiwan 221",New Taipei City_100.jpg
25.242376447439863,121.47192816730418,New Taipei City,"Zhilan Rd, Sanzhi District, New Taipei City, Taiwan 252",New Taipei City_101.jpg
24.912303259335243,121.5179880474034,New Taipei City,"No. 117-105, Xiaokeng 2nd Rd, Xindian District, New Taipei City, Taiwan 231",New Taipei City_102.jpg
25.00592947974801,121.49910152117684,New Taipei City,"No. 121-85, Fuxiang Rd, Zhonghe District, New Taipei City, Taiwan 235",New Taipei City_103.jpg
25.21796633166462,121.45150186712532,New Taipei City,"No. 6-52, Lane 101, Xingren Rd, Tamsui District, New Taipei City, Taiwan 251",New Taipei City_104.jpg
25.204938931803856,121.51245855439156,New Taipei City,"Wèi Mìng Míng De Dào Lù, Sanzhi District, New Taipei City, Taiwan 252",New Taipei City_105.jpg
24.927679627388105,121.37508810930044,New Taipei City,"No. 85-61, Datong Rd, Sanxia District, New Taipei City, Taiwan 237",New Taipei City_106.jpg
25.209226329047453,121.44088452974574,New Taipei City,"Wèi Mìng Míng De Dào Lù, Tamsui District, New Taipei City, Taiwan 251",New Taipei City_107.jpg
25.199317269276683,121.45047781045923,New Taipei City,"No. 105-61, 新林路, Tamsui District, New Taipei City, Taiwan 251",New Taipei City_108.jpg
24.949872923215366,121.3524808634489,New Taipei City,"No. 154-176, Wenhua Rd, Yingge District, New Taipei City, Taiwan 239",New Taipei City_109.jpg
24.958345063007982,121.71999141328163,New Taipei City,"232, Taiwan, New Taipei City, Pinglin District, 大粗坑路",New Taipei City_110.jpg
25.046756611145828,121.65392673225249,New Taipei City,"Baiyun Rd, Xizhi District, New Taipei City, Taiwan 221",New Taipei City_111.jpg
25.0666186017639,121.464049871563,New Taipei City,"Expressway 64, New Taipei City, Taiwan",New Taipei City_112.jpg
24.97507110886536,121.50590595090982,New Taipei City,"231, Taiwan, New Taipei City, Xindian District, 華新街109巷",New Taipei City_113.jpg
24.9794609071888,121.54440635997996,New Taipei City,"Baoqiang Rd, Xindian District, New Taipei City, Taiwan 231",New Taipei City_114.jpg
25.1139001752541,121.6304714106641,New Taipei City,"Section 3, Xiwan Rd, Xizhi District, New Taipei City, Taiwan 221",New Taipei City_115.jpg
25.024782057907256,121.78172632439332,New Taipei City,"Jifu Rd, Pingxi District, New Taipei City, Taiwan 226",New Taipei City_116.jpg
24.944134867118592,121.42470795197612,New Taipei City,"No. 67, Longquan Rd, Tucheng District, New Taipei City, Taiwan 236",New Taipei City_117.jpg
25.10387846802212,121.92138592637356,New Taipei City,"Hemei St, Gongliao District, New Taipei City, Taiwan 228",New Taipei City_118.jpg
25.015627790240423,121.5190876752917,New Taipei City,"No. 4-18, Lane 32, Bo'ai St, Yonghe District, New Taipei City, Taiwan 234",New Taipei City_119.jpg
25.11368406763686,121.33645870069812,New Taipei City,"244, Taiwan, New Taipei City, Linkou District, 北77鄉道",New Taipei City_120.jpg
24.931147171058697,121.5492533292954,New Taipei City,"No. 217-215, Xinwu Rd, Xindian District, New Taipei City, Taiwan 231",New Taipei City_121.jpg
24.80047523401286,121.50394210297166,New Taipei City,"Xinfu Rd, Wulai District, New Taipei City, Taiwan 233",New Taipei City_122.jpg
25.016318628752582,121.95275796130944,New Taipei City,"No. 2, Laoliao St, Gongliao District, New Taipei City, Taiwan 228",New Taipei City_123.jpg
25.119423601705137,121.4502979520564,New Taipei City,"Xiaoyi Rd, Wugu District, New Taipei City, Taiwan 248",New Taipei City_124.jpg
25.16673647221316,121.41698323356648,New Taipei City,"No. 6-44, Waziwei St, Bali District, New Taipei City, Taiwan 249",New Taipei City_125.jpg
25.002052183877016,121.74605073477328,New Taipei City,"Zidong Industry Rd, Pingxi District, New Taipei City, Taiwan 226",New Taipei City_126.jpg
24.893717642729406,121.37920218703606,New Taipei City,"237, Taiwan, New Taipei City, Sanxia District, 北110鄉道",New Taipei City_127.jpg
25.080631088692503,121.35562727149964,New Taipei City,"244, Taiwan, New Taipei City, Linkou District, 頂福9-51號",New Taipei City_128.jpg
24.927606676180307,121.81659379394875,New Taipei City,"Wèi Mìng Míng De Dào Lù, Shuangxi District, New Taipei City, Taiwan 227",New Taipei City_129.jpg
